id,nama,email,no_hp,tanggal_daftar,status
405,Customer Name 405,user405@gmail.com,08123456405,202011-05-26,INACTIVE
406,Customer Name 406,user406@gmail.com,08123456406,202018-05-26,aktive
407,Customer Name 407,user407@gmail.com,08123456407,2026-05-26,active
408,Customer Name 408,user408@gmail.com,08123456408,202004-06-26,Active
409,Customer Name 409,user409@gmail.com,08123456409,202008-06-26,INACTIVE
410,customer name 410,user410@gmail.com,08123456410,202015-05-26,Active
411,Customer Name 411,user411@gmail.com,08123456411,202011-05-26,banned
412,Customer Name 412,user412@gmail.com,08123456412,2026-06-08,banned
413,Customer Name 413,user413@gmail.com,08123456413,202023-05-26,aktive
414,Customer Name 414,user414@gmail.com,08123456414,2026-06-06,Active
415,Customer Name 415,user415@gmail.com,08123456415,202013-05-26,active 
416,Customer Name 416,user416@gmail.com,08123456416,202012-05-26,active 
417,Customer Name 417,user417@gmail.com,08123456417,202025-05-26,aktive
418,Customer Name 418,user418@gmail.com,08123456418,202023-05-26,active
419,Customer Name 419,user419@gmail.com,08123456419,2026-05-25,Active
420,customer name 420,user420@gmail.com,08123456420,202014-05-26,banned
421,Customer Name 421,user421@gmail.com,08123456421,202018-05-26,active
422,Customer Name 422,user422@gmail.com,08123456422,202023-05-26,INACTIVE
423,Customer Name 423,user423@gmail.com,08123456423,2026-05-24,Active
424,Customer Name 424,user424@gmail.com,08123456424,2026-05-14,INACTIVE
425,Customer Name 425,user425@gmail.com,08123456425,2026-05-14,INACTIVE
426,Customer Name 426,user426@gmail.com,08123456426,2026-06-07,banned
427,Customer Name 427,user427@gmail.com,08123456427,2026-05-22,Active
428,Customer Name 428,user428@gmail.com,08123456428,202013-05-26,active 
429,Customer Name 429,user429@gmail.com,08123456429,202012-05-26,active 
430,customer name 430,user430@gmail.com,08123456430,202028-05-26,INACTIVE
431,Customer Name 431,user431@gmail.com,08123456431,202012-05-26,active
432,Customer Name 432,user432@gmail.com,08123456432,202029-05-26,active
433,Customer Name 433,user433@gmail.com,08123456433,2026-05-29,aktive
434,Customer Name 434,user434@gmail.com,08123456434,202027-05-26,INACTIVE
435,Customer Name 435,user435@gmail.com,08123456435,202024-05-26,active 
436,Customer Name 436,user436@gmail.com,08123456436,2026-06-01,active 
437,Customer Name 437,user437@gmail.com,08123456437,202008-06-26,INACTIVE
438,Customer Name 438,user438@gmail.com,08123456438,2026-06-01,banned
439,Customer Name 439,user439@gmail.com,08123456439,202022-05-26,banned
440,customer name 440,user440@gmail.com,08123456440,2026-05-24,active
441,Customer Name 441,user441@gmail.com,08123456441,202007-06-26,Active
442,Customer Name 442,user442@gmail.com,08123456442,202022-05-26,banned
443,Customer Name 443,user443@gmail.com,08123456443,2026-06-08,aktive
444,Customer Name 444,user444@gmail.com,08123456444,2026-06-06,INACTIVE
445,Customer Name 445,user445@gmail.com,08123456445,202025-05-26,aktive
446,Customer Name 446,user446@gmail.com,08123456446,202004-06-26,active
447,Customer Name 447,user447@gmail.com,08123456447,2026-06-08,active
448,Customer Name 448,user448@gmail.com,08123456448,2026-05-13,banned
449,Customer Name 449,user449@gmail.com,08123456449,202021-05-26,active
450,customer name 450,user449@gmail.com,08123456450,202002-06-26,active 
451,Customer Name 451,user451@gmail.com,08123456451,202024-05-26,aktive
452,Customer Name 452,user452@gmail.com,08123456452,2026-05-22,banned
453,Customer Name 453,user453@gmail.com,08123456453,2026-06-08,aktive
454,Customer Name 454,user454@gmail.com,08123456454,202027-05-26,active 
455,Customer Name 455,user455@gmail.com,08123456455,2026-06-05,banned
456,Customer Name 456,user456@gmail.com,08123456456,202006-06-26,active 
457,Customer Name 457,user457@gmail.com,08123456457,2026-06-02,active
458,Customer Name 458,user458@gmail.com,08123456458,202020-05-26,active
459,Customer Name 459,user459@gmail.com,08123456459,202011-05-26,INACTIVE
460,customer name 460,user460@gmail.com,08123456460,202012-05-26,banned
461,Customer Name 461,user461@gmail.com,08123456461,202025-05-26,INACTIVE
462,Customer Name 462,user462@gmail.com,08123456462,202008-06-26,Active
463,Customer Name 463,user463@gmail.com,08123456463,202028-05-26,active
464,Customer Name 464,user464@gmail.com,08123456464,202010-05-26,INACTIVE
465,Customer Name 465,user465@gmail.com,08123456465,2026-06-01,active 
466,Customer Name 466,user466@gmail.com,08123456466,202005-06-26,active 
467,Customer Name 467,user467@gmail.com,08123456467,202029-05-26,Active
468,Customer Name 468,user468@gmail.com,08123456468,2026-05-28,banned
469,Customer Name 469,user469@gmail.com,08123456469,202012-05-26,Active
470,customer name 470,user470@gmail.com,08123456470,202024-05-26,aktive
471,Customer Name 471,user471@gmail.com,08123456471,202028-05-26,aktive
472,Customer Name 472,user472@gmail.com,08123456472,202003-06-26,Active
473,Customer Name 473,user473@gmail.com,08123456473,202026-05-26,active 
474,Customer Name 474,user474@gmail.com,08123456474,202012-05-26,active 
475,Customer Name 475,user475@gmail.com,08123456475,202009-06-26,aktive
476,Customer Name 476,user476@gmail.com,08123456476,2026-05-16,INACTIVE
477,Customer Name 477,user477@gmail.com,08123456477,2026-05-12,Active
478,Customer Name 478,user478@gmail.com,08123456478,2026-05-27,banned
479,Customer Name 479,user479@gmail.com,08123456479,2026-05-23,active 
480,customer name 480,user480@gmail.com,08123456480,202023-05-26,INACTIVE
481,Customer Name 481,user481@gmail.com,08123456481,2026-05-25,INACTIVE
482,Customer Name 482,user482@gmail.com,08123456482,2026-05-19,aktive
483,Customer Name 483,user483@gmail.com,08123456483,2026-05-10,banned
484,Customer Name 484,user484@gmail.com,08123456484,202020-05-26,Active
485,Customer Name 485,user485@gmail.com,08123456485,202007-06-26,banned
486,Customer Name 486,user486@gmail.com,08123456486,202014-05-26,Active
487,Customer Name 487,user487@gmail.com,08123456487,202024-05-26,Active
488,Customer Name 488,user488@gmail.com,08123456488,202024-05-26,INACTIVE
489,Customer Name 489,user489@gmail.com,08123456489,2026-05-18,INACTIVE
490,customer name 490,user490@gmail.com,08123456490,202010-05-26,active 
491,Customer Name 491,user491@gmail.com,08123456491,2026-06-09,active
492,Customer Name 492,user492@gmail.com,08123456492,2026-05-29,active
493,Customer Name 493,user493@gmail.com,08123456493,202007-06-26,banned
494,Customer Name 494,user494@gmail.com,08123456494,202003-06-26,banned
495,Customer Name 495,user495@gmail.com,08123456495,202025-05-26,active
496,Customer Name 496,user496@gmail.com,08123456496,202008-06-26,Active
497,Customer Name 497,user497@gmail.com,08123456497,202029-05-26,active
498,Customer Name 498,user498@gmail.com,08123456498,202026-05-26,INACTIVE
499,Customer Name 499,user499@gmail.com,08123456499,202026-05-26,aktive
500,customer name 500,user499@gmail.com,08123456500,202025-05-26,active
501,Customer Name 501,user501@gmail.com,08123456501,202017-05-26,INACTIVE
502,Customer Name 502,user502@gmail.com,08123456502,202012-05-26,INACTIVE
503,Customer Name 503,user503@gmail.com,08123456503,202007-06-26,banned
504,Customer Name 504,user504@gmail.com,08123456504,202025-05-26,banned
505,Customer Name 505,user505@gmail.com,08123456505,202017-05-26,active 
506,Customer Name 506,user506@gmail.com,08123456506,202028-05-26,active
507,Customer Name 507,user507@gmail.com,08123456507,202015-05-26,aktive
508,Customer Name 508,user508@gmail.com,08123456508,202007-06-26,aktive
509,Customer Name 509,user509@gmail.com,08123456509,202030-05-26,active
510,customer name 510,user510@gmail.com,08123456510,2026-05-12,Active
511,Customer Name 511,user511@gmail.com,08123456511,202011-05-26,banned
512,Customer Name 512,user512@gmail.com,08123456512,202015-05-26,active 
513,Customer Name 513,user513@gmail.com,08123456513,202025-05-26,Active
514,Customer Name 514,user514@gmail.com,08123456514,202025-05-26,active 
515,Customer Name 515,user515@gmail.com,08123456515,202024-05-26,aktive
516,Customer Name 516,user516@gmail.com,08123456516,2026-05-13,active 
517,Customer Name 517,user517@gmail.com,08123456517,2026-05-17,Active
518,Customer Name 518,user518@gmail.com,08123456518,202017-05-26,INACTIVE
519,Customer Name 519,user519@gmail.com,08123456519,202008-06-26,aktive
520,customer name 520,user520@gmail.com,08123456520,2026-05-22,Active
521,Customer Name 521,user521@gmail.com,08123456521,202027-05-26,INACTIVE
522,Customer Name 522,user522@gmail.com,08123456522,202009-06-26,Active
523,Customer Name 523,user523@gmail.com,08123456523,202003-06-26,banned
524,Customer Name 524,user524@gmail.com,08123456524,202013-05-26,active
525,Customer Name 525,user525@gmail.com,08123456525,202013-05-26,aktive
526,Customer Name 526,user526@gmail.com,08123456526,202022-05-26,aktive
527,Customer Name 527,user527@gmail.com,08123456527,2026-05-19,INACTIVE
528,Customer Name 528,user528@gmail.com,08123456528,2026-05-28,INACTIVE
529,Customer Name 529,user529@gmail.com,08123456529,2026-05-21,banned
530,customer name 530,user530@gmail.com,08123456530,202008-06-26,INACTIVE
531,Customer Name 531,user531@gmail.com,08123456531,2026-05-15,active 
532,Customer Name 532,user532@gmail.com,08123456532,202021-05-26,active 
533,Customer Name 533,user533@gmail.com,08123456533,202029-05-26,INACTIVE
534,Customer Name 534,user534@gmail.com,08123456534,202009-06-26,Active
535,Customer Name 535,user535@gmail.com,08123456535,2026-06-04,INACTIVE
536,Customer Name 536,user536@gmail.com,08123456536,202022-05-26,INACTIVE
537,Customer Name 537,user537@gmail.com,08123456537,202024-05-26,aktive
538,Customer Name 538,user538@gmail.com,08123456538,202022-05-26,banned
539,Customer Name 539,user539@gmail.com,08123456539,2026-06-04,INACTIVE
540,customer name 540,user540@gmail.com,08123456540,2026-05-16,active
541,Customer Name 541,user541@gmail.com,08123456541,2026-05-12,INACTIVE
542,Customer Name 542,user542@gmail.com,08123456542,202024-05-26,active 
543,Customer Name 543,user543@gmail.com,08123456543,2026-06-02,Active
544,Customer Name 544,user544@gmail.com,08123456544,202030-05-26,active 
545,Customer Name 545,user545@gmail.com,08123456545,202003-06-26,aktive
546,Customer Name 546,user546@gmail.com,08123456546,202025-05-26,INACTIVE
547,Customer Name 547,user547@gmail.com,08123456547,202005-06-26,aktive
548,Customer Name 548,user548@gmail.com,08123456548,2026-05-28,INACTIVE
549,Customer Name 549,user549@gmail.com,08123456549,2026-05-10,Active
550,customer name 550,user549@gmail.com,08123456550,202002-06-26,active
551,Customer Name 551,user551@gmail.com,08123456551,202003-06-26,aktive
552,Customer Name 552,user552@gmail.com,08123456552,202001-06-26,aktive
553,Customer Name 553,user553@gmail.com,08123456553,202009-06-26,banned
554,Customer Name 554,user554@gmail.com,08123456554,202021-05-26,active
555,Customer Name 555,user555@gmail.com,08123456555,2026-06-02,Active
556,Customer Name 556,user556@gmail.com,08123456556,202025-05-26,INACTIVE
557,Customer Name 557,user557@gmail.com,08123456557,202003-06-26,aktive
558,Customer Name 558,user558@gmail.com,08123456558,2026-06-09,aktive
559,Customer Name 559,user559@gmail.com,08123456559,202009-06-26,Active
560,customer name 560,user560@gmail.com,08123456560,202030-05-26,active 
561,Customer Name 561,user561@gmail.com,08123456561,2026-05-23,INACTIVE
562,Customer Name 562,user562@gmail.com,08123456562,2026-05-26,aktive
563,Customer Name 563,user563@gmail.com,08123456563,2026-05-18,aktive
564,Customer Name 564,user564@gmail.com,08123456564,2026-05-25,Active
565,Customer Name 565,user565@gmail.com,08123456565,202010-05-26,banned
566,Customer Name 566,user566@gmail.com,08123456566,202022-05-26,Active
567,Customer Name 567,user567@gmail.com,08123456567,202018-05-26,active 
568,Customer Name 568,user568@gmail.com,08123456568,202005-06-26,active
569,Customer Name 569,user569@gmail.com,08123456569,202013-05-26,INACTIVE
570,customer name 570,user570@gmail.com,08123456570,2026-05-19,INACTIVE
571,Customer Name 571,user571@gmail.com,08123456571,2026-05-17,INACTIVE
572,Customer Name 572,user572@gmail.com,08123456572,202025-05-26,aktive
573,Customer Name 573,user573@gmail.com,08123456573,202017-05-26,INACTIVE
574,Customer Name 574,user574@gmail.com,08123456574,202019-05-26,active
575,Customer Name 575,user575@gmail.com,08123456575,202017-05-26,Active
576,Customer Name 576,user576@gmail.com,08123456576,2026-06-08,banned
577,Customer Name 577,user577@gmail.com,08123456577,202020-05-26,active 
578,Customer Name 578,user578@gmail.com,08123456578,2026-05-19,active 
579,Customer Name 579,user579@gmail.com,08123456579,202023-05-26,active 
580,customer name 580,user580@gmail.com,08123456580,202002-06-26,active 
581,Customer Name 581,user581@gmail.com,08123456581,202004-06-26,active
582,Customer Name 582,user582@gmail.com,08123456582,202014-05-26,active
583,Customer Name 583,user583@gmail.com,08123456583,2026-05-14,active 
584,Customer Name 584,user584@gmail.com,08123456584,202016-05-26,INACTIVE
585,Customer Name 585,user585@gmail.com,08123456585,2026-05-15,active 
586,Customer Name 586,user586@gmail.com,08123456586,2026-05-31,Active
587,Customer Name 587,user587@gmail.com,08123456587,202002-06-26,INACTIVE
588,Customer Name 588,user588@gmail.com,08123456588,2026-06-02,banned
589,Customer Name 589,user589@gmail.com,08123456589,202007-06-26,INACTIVE
590,customer name 590,user590@gmail.com,08123456590,202030-05-26,Active
591,Customer Name 591,user591@gmail.com,08123456591,202019-05-26,active 
592,Customer Name 592,user592@gmail.com,08123456592,202013-05-26,active
593,Customer Name 593,user593@gmail.com,08123456593,202011-05-26,banned
594,Customer Name 594,user594@gmail.com,08123456594,202012-05-26,banned
595,Customer Name 595,user595@gmail.com,08123456595,202009-06-26,Active
596,Customer Name 596,user596@gmail.com,08123456596,2026-06-01,Active
597,Customer Name 597,user597@gmail.com,08123456597,202012-05-26,Active
598,Customer Name 598,user598@gmail.com,08123456598,202010-05-26,active
599,Customer Name 599,user599@gmail.com,08123456599,202019-05-26,active
600,customer name 600,user599@gmail.com,08123456600,202019-05-26,active 
601,Customer Name 601,user601@gmail.com,08123456601,202021-05-26,INACTIVE
602,Customer Name 602,user602@gmail.com,08123456602,202029-05-26,banned
603,Customer Name 603,user603@gmail.com,08123456603,202029-05-26,active 
604,Customer Name 604,user604@gmail.com,08123456604,202021-05-26,aktive
605,Customer Name 605,user605@gmail.com,08123456605,2026-06-06,banned
606,Customer Name 606,user606@gmail.com,08123456606,2026-05-12,active 
607,Customer Name 607,user607@gmail.com,08123456607,202019-05-26,INACTIVE
608,Customer Name 608,user608@gmail.com,08123456608,202030-05-26,Active
609,Customer Name 609,user609@gmail.com,08123456609,202002-06-26,active 
610,customer name 610,user610@gmail.com,08123456610,2026-05-31,banned
611,Customer Name 611,user611@gmail.com,08123456611,2026-06-03,INACTIVE
612,Customer Name 612,user612@gmail.com,08123456612,2026-05-11,active
613,Customer Name 613,user613@gmail.com,08123456613,202015-05-26,banned
614,Customer Name 614,user614@gmail.com,08123456614,202008-06-26,banned
615,Customer Name 615,user615@gmail.com,08123456615,202027-05-26,aktive
616,Customer Name 616,user616@gmail.com,08123456616,202016-05-26,Active
617,Customer Name 617,user617@gmail.com,08123456617,202018-05-26,active 
618,Customer Name 618,user618@gmail.com,08123456618,2026-06-06,INACTIVE
619,Customer Name 619,user619@gmail.com,08123456619,2026-06-09,aktive
620,customer name 620,user620@gmail.com,08123456620,202016-05-26,aktive
621,Customer Name 621,user621@gmail.com,08123456621,202001-06-26,INACTIVE
622,Customer Name 622,user622@gmail.com,08123456622,2026-05-31,active
623,Customer Name 623,user623@gmail.com,08123456623,2026-05-16,Active
624,Customer Name 624,user624@gmail.com,08123456624,202021-05-26,active
625,Customer Name 625,user625@gmail.com,08123456625,2026-05-24,aktive
626,Customer Name 626,user626@gmail.com,08123456626,202016-05-26,active
627,Customer Name 627,user627@gmail.com,08123456627,202001-06-26,INACTIVE
628,Customer Name 628,user628@gmail.com,08123456628,202020-05-26,INACTIVE
629,Customer Name 629,user629@gmail.com,08123456629,202018-05-26,active
630,customer name 630,user630@gmail.com,08123456630,202011-05-26,active 
631,Customer Name 631,user631@gmail.com,08123456631,2026-05-27,active 
632,Customer Name 632,user632@gmail.com,08123456632,202013-05-26,Active
633,Customer Name 633,user633@gmail.com,08123456633,202001-06-26,active 
634,Customer Name 634,user634@gmail.com,08123456634,202012-05-26,banned
635,Customer Name 635,user635@gmail.com,08123456635,202031-05-26,banned
636,Customer Name 636,user636@gmail.com,08123456636,2026-05-27,Active
637,Customer Name 637,user637@gmail.com,08123456637,2026-06-04,aktive
638,Customer Name 638,user638@gmail.com,08123456638,202026-05-26,active 
639,Customer Name 639,user639@gmail.com,08123456639,2026-06-05,active 
640,customer name 640,user640@gmail.com,08123456640,202017-05-26,active
641,Customer Name 641,user641@gmail.com,08123456641,202027-05-26,active
642,Customer Name 642,user642@gmail.com,08123456642,2026-05-21,active 
643,Customer Name 643,user643@gmail.com,08123456643,2026-05-19,aktive
644,Customer Name 644,user644@gmail.com,08123456644,202013-05-26,active 
645,Customer Name 645,user645@gmail.com,08123456645,202001-06-26,active
646,Customer Name 646,user646@gmail.com,08123456646,2026-05-22,INACTIVE
647,Customer Name 647,user647@gmail.com,08123456647,202010-05-26,active 
648,Customer Name 648,user648@gmail.com,08123456648,202015-05-26,banned
649,Customer Name 649,user649@gmail.com,08123456649,202007-06-26,active 
650,customer name 650,user649@gmail.com,08123456650,202024-05-26,banned
651,Customer Name 651,user651@gmail.com,08123456651,202006-06-26,Active
652,Customer Name 652,user652@gmail.com,08123456652,2026-05-31,aktive
653,Customer Name 653,user653@gmail.com,08123456653,2026-06-03,aktive
654,Customer Name 654,user654@gmail.com,08123456654,2026-05-26,Active
655,Customer Name 655,user655@gmail.com,08123456655,202027-05-26,Active
656,Customer Name 656,user656@gmail.com,08123456656,2026-06-02,banned
657,Customer Name 657,user657@gmail.com,08123456657,202004-06-26,aktive
658,Customer Name 658,user658@gmail.com,08123456658,202014-05-26,active 
659,Customer Name 659,user659@gmail.com,08123456659,202023-05-26,active
660,customer name 660,user660@gmail.com,08123456660,2026-05-17,Active
661,Customer Name 661,user661@gmail.com,08123456661,202009-06-26,banned
662,Customer Name 662,user662@gmail.com,08123456662,202031-05-26,Active
663,Customer Name 663,user663@gmail.com,08123456663,2026-05-24,Active
664,Customer Name 664,user664@gmail.com,08123456664,202017-05-26,aktive
665,Customer Name 665,user665@gmail.com,08123456665,202028-05-26,aktive
666,Customer Name 666,user666@gmail.com,08123456666,202017-05-26,INACTIVE
667,Customer Name 667,user667@gmail.com,08123456667,2026-06-03,banned
668,Customer Name 668,user668@gmail.com,08123456668,202018-05-26,Active
669,Customer Name 669,user669@gmail.com,08123456669,2026-05-20,banned
670,customer name 670,user670@gmail.com,08123456670,202014-05-26,active 
671,Customer Name 671,user671@gmail.com,08123456671,2026-05-23,active 
672,Customer Name 672,user672@gmail.com,08123456672,2026-05-18,Active
673,Customer Name 673,user673@gmail.com,08123456673,202004-06-26,Active
674,Customer Name 674,user674@gmail.com,08123456674,202014-05-26,banned
675,Customer Name 675,user675@gmail.com,08123456675,2026-05-19,banned
676,Customer Name 676,user676@gmail.com,08123456676,202009-06-26,active
677,Customer Name 677,user677@gmail.com,08123456677,202008-06-26,banned
678,Customer Name 678,user678@gmail.com,08123456678,202007-06-26,aktive
679,Customer Name 679,user679@gmail.com,08123456679,202005-06-26,active 
680,customer name 680,user680@gmail.com,08123456680,2026-05-18,active 
681,Customer Name 681,user681@gmail.com,08123456681,2026-05-29,active
682,Customer Name 682,user682@gmail.com,08123456682,2026-06-03,aktive
683,Customer Name 683,user683@gmail.com,08123456683,2026-05-24,active
684,Customer Name 684,user684@gmail.com,08123456684,202019-05-26,active
685,Customer Name 685,user685@gmail.com,08123456685,202030-05-26,aktive
686,Customer Name 686,user686@gmail.com,08123456686,2026-06-08,INACTIVE
687,Customer Name 687,user687@gmail.com,08123456687,202014-05-26,Active
688,Customer Name 688,user688@gmail.com,08123456688,202010-05-26,active 
689,Customer Name 689,user689@gmail.com,08123456689,202016-05-26,active
690,customer name 690,user690@gmail.com,08123456690,2026-05-24,INACTIVE
691,Customer Name 691,user691@gmail.com,08123456691,2026-05-23,banned
692,Customer Name 692,user692@gmail.com,08123456692,202006-06-26,active
693,Customer Name 693,user693@gmail.com,08123456693,202020-05-26,banned
694,Customer Name 694,user694@gmail.com,08123456694,202013-05-26,INACTIVE
695,Customer Name 695,user695@gmail.com,08123456695,2026-05-27,aktive
696,Customer Name 696,user696@gmail.com,08123456696,202027-05-26,active
697,Customer Name 697,user697@gmail.com,08123456697,202019-05-26,active
698,Customer Name 698,user698@gmail.com,08123456698,202013-05-26,Active
699,Customer Name 699,user699@gmail.com,08123456699,2026-05-21,aktive
700,customer name 700,user699@gmail.com,08123456700,202009-06-26,banned
701,Customer Name 701,user701@gmail.com,08123456701,202021-05-26,INACTIVE
702,Customer Name 702,user702@gmail.com,08123456702,202010-05-26,active
703,Customer Name 703,user703@gmail.com,08123456703,202014-05-26,aktive
704,Customer Name 704,user704@gmail.com,08123456704,202014-05-26,active 
705,Customer Name 705,user705@gmail.com,08123456705,2026-05-31,Active
706,Customer Name 706,user706@gmail.com,08123456706,202005-06-26,active
707,Customer Name 707,user707@gmail.com,08123456707,202030-05-26,active 
708,Customer Name 708,user708@gmail.com,08123456708,202020-05-26,INACTIVE
709,Customer Name 709,user709@gmail.com,08123456709,2026-06-01,banned
710,customer name 710,user710@gmail.com,08123456710,202024-05-26,banned
711,Customer Name 711,user711@gmail.com,08123456711,2026-05-26,banned
712,Customer Name 712,user712@gmail.com,08123456712,202026-05-26,active
713,Customer Name 713,user713@gmail.com,08123456713,2026-06-01,aktive
714,Customer Name 714,user714@gmail.com,08123456714,2026-05-12,INACTIVE
715,Customer Name 715,user715@gmail.com,08123456715,202030-05-26,aktive
716,Customer Name 716,user716@gmail.com,08123456716,202019-05-26,aktive
717,Customer Name 717,user717@gmail.com,08123456717,202025-05-26,active
718,Customer Name 718,user718@gmail.com,08123456718,202009-06-26,Active
719,Customer Name 719,user719@gmail.com,08123456719,2026-06-08,active
720,customer name 720,user720@gmail.com,08123456720,202018-05-26,active
721,Customer Name 721,user721@gmail.com,08123456721,2026-05-26,banned
722,Customer Name 722,user722@gmail.com,08123456722,2026-06-05,active
723,Customer Name 723,user723@gmail.com,08123456723,202012-05-26,Active
724,Customer Name 724,user724@gmail.com,08123456724,2026-05-23,active
725,Customer Name 725,user725@gmail.com,08123456725,2026-06-07,active 
726,Customer Name 726,user726@gmail.com,08123456726,2026-05-28,active 
727,Customer Name 727,user727@gmail.com,08123456727,2026-05-17,Active
728,Customer Name 728,user728@gmail.com,08123456728,2026-05-29,active
729,Customer Name 729,user729@gmail.com,08123456729,2026-05-11,banned
730,customer name 730,user730@gmail.com,08123456730,202030-05-26,aktive
731,Customer Name 731,user731@gmail.com,08123456731,2026-05-17,active 
732,Customer Name 732,user732@gmail.com,08123456732,202003-06-26,Active
733,Customer Name 733,user733@gmail.com,08123456733,2026-05-11,INACTIVE
734,Customer Name 734,user734@gmail.com,08123456734,202022-05-26,INACTIVE
735,Customer Name 735,user735@gmail.com,08123456735,202016-05-26,active
736,Customer Name 736,user736@gmail.com,08123456736,202031-05-26,INACTIVE
737,Customer Name 737,user737@gmail.com,08123456737,2026-05-12,active
738,Customer Name 738,user738@gmail.com,08123456738,202001-06-26,aktive
739,Customer Name 739,user739@gmail.com,08123456739,202021-05-26,active
740,customer name 740,user740@gmail.com,08123456740,2026-05-29,Active
741,Customer Name 741,user741@gmail.com,08123456741,2026-06-08,active 
742,Customer Name 742,user742@gmail.com,08123456742,202029-05-26,banned
743,Customer Name 743,user743@gmail.com,08123456743,202026-05-26,active
744,Customer Name 744,user744@gmail.com,08123456744,202015-05-26,active 
745,Customer Name 745,user745@gmail.com,08123456745,202027-05-26,banned
746,Customer Name 746,user746@gmail.com,08123456746,202017-05-26,active
747,Customer Name 747,user747@gmail.com,08123456747,202031-05-26,Active
748,Customer Name 748,user748@gmail.com,08123456748,202016-05-26,banned
749,Customer Name 749,user749@gmail.com,08123456749,202003-06-26,Active
750,customer name 750,user749@gmail.com,08123456750,2026-05-25,aktive
751,Customer Name 751,user751@gmail.com,08123456751,202008-06-26,aktive
752,Customer Name 752,user752@gmail.com,08123456752,202029-05-26,aktive
753,Customer Name 753,user753@gmail.com,08123456753,2026-06-01,banned
754,Customer Name 754,user754@gmail.com,08123456754,202022-05-26,Active
755,Customer Name 755,user755@gmail.com,08123456755,202006-06-26,banned
756,Customer Name 756,user756@gmail.com,08123456756,202025-05-26,banned
757,Customer Name 757,user757@gmail.com,08123456757,202018-05-26,banned
758,Customer Name 758,user758@gmail.com,08123456758,2026-05-13,active 
759,Customer Name 759,user759@gmail.com,08123456759,202019-05-26,Active
760,customer name 760,user760@gmail.com,08123456760,2026-06-03,Active
761,Customer Name 761,user761@gmail.com,08123456761,202012-05-26,active
762,Customer Name 762,user762@gmail.com,08123456762,2026-05-16,Active
763,Customer Name 763,user763@gmail.com,08123456763,202025-05-26,Active
764,Customer Name 764,user764@gmail.com,08123456764,202010-05-26,INACTIVE
765,Customer Name 765,user765@gmail.com,08123456765,202021-05-26,active
766,Customer Name 766,user766@gmail.com,08123456766,202007-06-26,Active
767,Customer Name 767,user767@gmail.com,08123456767,202023-05-26,INACTIVE
768,Customer Name 768,user768@gmail.com,08123456768,202020-05-26,active
769,Customer Name 769,user769@gmail.com,08123456769,2026-05-15,aktive
770,customer name 770,user770@gmail.com,08123456770,202001-06-26,Active
771,Customer Name 771,user771@gmail.com,08123456771,2026-05-19,INACTIVE
772,Customer Name 772,user772@gmail.com,08123456772,2026-06-09,Active
773,Customer Name 773,user773@gmail.com,08123456773,202016-05-26,active 
774,Customer Name 774,user774@gmail.com,08123456774,202002-06-26,active
775,Customer Name 775,user775@gmail.com,08123456775,202014-05-26,Active
776,Customer Name 776,user776@gmail.com,08123456776,2026-05-12,Active
777,Customer Name 777,user777@gmail.com,08123456777,2026-05-21,INACTIVE
778,Customer Name 778,user778@gmail.com,08123456778,202013-05-26,Active
779,Customer Name 779,user779@gmail.com,08123456779,2026-05-19,active
780,customer name 780,user780@gmail.com,08123456780,202008-06-26,INACTIVE
781,Customer Name 781,user781@gmail.com,08123456781,202030-05-26,INACTIVE
782,Customer Name 782,user782@gmail.com,08123456782,2026-05-20,active
783,Customer Name 783,user783@gmail.com,08123456783,2026-05-28,Active
784,Customer Name 784,user784@gmail.com,08123456784,202004-06-26,aktive
785,Customer Name 785,user785@gmail.com,08123456785,202026-05-26,banned
786,Customer Name 786,user786@gmail.com,08123456786,2026-06-03,active 
787,Customer Name 787,user787@gmail.com,08123456787,2026-06-05,banned
788,Customer Name 788,user788@gmail.com,08123456788,202014-05-26,banned
789,Customer Name 789,user789@gmail.com,08123456789,2026-05-10,INACTIVE
790,customer name 790,user790@gmail.com,08123456790,2026-05-24,Active
791,Customer Name 791,user791@gmail.com,08123456791,2026-05-24,banned
792,Customer Name 792,user792@gmail.com,08123456792,202013-05-26,banned
793,Customer Name 793,user793@gmail.com,08123456793,202020-05-26,active 
794,Customer Name 794,user794@gmail.com,08123456794,202007-06-26,Active
795,Customer Name 795,user795@gmail.com,08123456795,202013-05-26,banned
796,Customer Name 796,user796@gmail.com,08123456796,202009-06-26,aktive
797,Customer Name 797,user797@gmail.com,08123456797,2026-06-02,banned
798,Customer Name 798,user798@gmail.com,08123456798,202025-05-26,Active
799,Customer Name 799,user799@gmail.com,08123456799,2026-05-13,banned
800,customer name 800,user799@gmail.com,08123456800,202019-05-26,aktive
801,Customer Name 801,user801@gmail.com,08123456801,202017-05-26,active 
802,Customer Name 802,user802@gmail.com,08123456802,202007-06-26,active 
803,Customer Name 803,user803@gmail.com,08123456803,2026-06-06,INACTIVE
804,Customer Name 804,user804@gmail.com,08123456804,202031-05-26,active 
805,Customer Name 805,user805@gmail.com,08123456805,2026-05-27,aktive
806,Customer Name 806,user806@gmail.com,08123456806,202014-05-26,aktive
807,Customer Name 807,user807@gmail.com,08123456807,2026-05-11,banned
808,Customer Name 808,user808@gmail.com,08123456808,202011-05-26,active
809,Customer Name 809,user809@gmail.com,08123456809,2026-06-08,INACTIVE
